	ExoRNeasy1_1	ExoRNeasy2_2	ExoRNeasy3_3	ExoRNeasy1_145	Nor1	Nor2	Nor3
hsa-miR-4429	13.6342512050436	12.9541177560695	13.6342628734332	6.60776720991761	16.7763953400383	21.4243233031186	56.353112753365
hsa-miR-15b-3p	27.2685024100871	58.6344277379989	46.4804416139768	34.6907778520675	65.7075484151499	71.4144110103952	60.6466832488595
hsa-miR-125b-1-3p	0	0	0	0	1.39803294500319	0	31.128386092335
hsa-miR-450a-5p	35.2218156130292	25.226439840767	16.7329589810316	31.3868942471086	50.3291860201148	37.1354937254055	33.811867652019
hsa-miR-3691-5p	19.315189207145	6.8179567137208	0	0	0	0	6.97705205517853
hsa-miR-6747-3p	18.1790016067247	11.5905264133254	42.7620062848586	21.4752434322322	36.3488565700829	1.4282882202079	26.2981192849037
hsa-miR-1273h-5p	38.6303784142901	34.089783568604	48.3396592785358	14.8674762223146	16.7763953400383	0	22.541245101346
hsa-miR-2116-3p	0	0	14.8737413164726	0	25.1645930100574	15.711170422287	0
hsa-miR-146b-3p	63.6265056235366	44.3167186391852	48.3396592785358	36.3427196545469	0	68.5578345699794	20.9311561655356
hsa-miR-339-5p	374.941908138698	282.945203619413	297.474826329451	244.487386766952	34.9508236250798	95.6953107539296	23.6146377252196
hsa-miR-15a-5p	0	10.2269350705812	10.5355667658347	28.0830106421498	47.5331201301085	0	37.5687418355767
hsa-miR-1271-5p	0	0	26.6487865253467	4.95582540743821	5.59213178001276	0	0
hsa-miR-30b-3p	0	44.3167186391852	33.4659179620633	14.8674762223146	0	19.9960350829107	9.12383730292577
hsa-miR-502-3p	1.1361876004203	19.7720744697903	30.9869610759845	0	2.79606589000638	0	35.4219565878295
hsa-miR-30b-5p	1.1361876004203	32.0443965544878	83.0450556836385	54.5140794818203	29.358691845067	24.2808997435344	0
hsa-miR-1307-5p	31.8132528117683	81.1336848932775	66.9318359241265	4.95582540743821	40.5429554050925	0	52.5962385698074
hsa-miR-411-3p	132.933949249175	53.8618580383943	29.7474826329451	54.5140794818203	26.5626259550606	101.408463634761	25.2247266610301
hsa-mir-320b-2	1.1361876004203	5.45436537097664	6.1973922151969	4.95582540743821	15.3783623950351	14.282882202079	45.6191865146288
hsa-mir-320b-1	1.1361876004203	5.45436537097664	6.1973922151969	4.95582540743821	2.79606589000638	14.282882202079	19.857763541662
hsa-miR-3120-3p	64.7626932239569	0	0	36.3427196545469	0	0	43.4724012668816
hsa-miR-6726-3p	0	0	0	0	0	0	0
hsa-miR-143-5p	14.7704388054638	21.8174614839066	0	36.3427196545469	4.19409883500957	0	13.4174077984202
hsa-miR-221-5p	179.517640866407	224.992571552786	121.468887417859	123.895635185955	39.1449224600893	118.547922277256	39.1788307713871
hsa-miR-499a-5p	5.68093800210148	0	10.5355667658347	14.8674762223146	90.8721414252074	8.56972932124743	33.811867652019
hsa-miR-23a-5p	0	10.9087307419533	0	13.2155344198352	1.39803294500319	0	27.3715119087773
hsa-mir-320a	1.1361876004203	6.13616104234872	6.1973922151969	3.30388360495881	19.5724612300447	5.71315288083162	42.9357049549448
hsa-miR-125a-3p	15.9066264058841	38.1805575968365	36.5646140696617	0	19.5724612300447	84.2690049922664	73.527394735343
hsa-miR-496	0	0	0	0	5.59213178001276	0	0
hsa-miR-215-3p	0	0	0	0	0	0	0
hsa-miR-34c-5p	0	0	0	11.5635926173558	0	0	0
hsa-miR-516b-5p	1.1361876004203	192.266379326927	4.95791377215752	69.3815557041349	415.215784665947	502.757453513182	62.7934684966068
hsa-miR-25-5p	37.4941908138698	19.7720744697903	31.6067002975042	24.779127037191	11.1842635600255	39.9920701658213	23.0779414132828
hsa-miR-6721-5p	54.5370048201742	23.8628484980228	26.6487865253467	16.519418024794	32.1547577350734	0	0
hsa-miR-548av-3p|hsa-miR-548o-3p	40.9027536151307	24.5446441693949	12.3947844303938	9.91165081487642	88.076075535201	0	16.6375856700411
hsa-miR-23b-3p	77.2607568285801	140.449908302649	234.261425734443	142.066995013229	137.007228610313	79.9841403316427	22.0045487894092
hsa-miR-136-3p	69.3074436256381	83.8608675787659	81.1858380190794	80.9451483214907	60.1154166351372	105.693328295385	26.8348155968405
hsa-miR-939-5p	0	0	0	26.4310688396704	0	0	0
hsa-miR-6804-5p	0	0	0	0	0	0	0
hsa-miR-3679-5p	0	29.9990095403715	32.2264395190239	0	0	31.4223408445739	8.58714099098896
hsa-miR-1255a	0	17.7266874556741	14.2540020949529	18.1713598272734	0	0	20.9311561655356
hsa-miR-6516-3p	0	0	0	0	0	0	0
hsa-miR-19a-3p	149.976763255479	74.9975238509288	89.8621871203551	92.5087409388465	107.648536765246	62.8446816891478	82.1145357263319
hsa-miR-93-3p	0	0	0	0	0	0	0
hsa-miR-5193	0	0	0	0	0	27.1374761839502	0
hsa-miR-503-5p	18.1790016067247	41.5895359536969	13.0145236519135	44.6024286669439	69.9016472501595	85.6972932124743	62.2567721846699
hsa-miR-2115-3p	0	0	0	0	9.78623061502233	22.8526115233265	0
hsa-miR-505-3p	96.5759460357252	85.22445892151	48.9593985000555	47.9063122719027	83.8819767001914	47.1335112668609	32.2017787162086
hsa-miR-4747-5p	0	0	0	0	0	0	0
hsa-miR-3173-5p	51.1284420189133	0	0	44.6024286669439	5.59213178001276	22.8526115233265	24.1513340371564
hsa-miR-625-5p	15.9066264058841	0	14.2540020949529	0	0	0	2.14678524774724
hsa-miR-32-5p	48.8560668180727	85.22445892151	85.5240125697173	18.1713598272734	83.8819767001914	95.6953107539296	92.8484619650681
hsa-miR-4746-5p	28.4046900105074	50.4528796815339	10.5355667658347	26.4310688396704	0	0	8.05044467905215
hsa-miR-147b	0	0	0	0	0	0	3.75687418355767
hsa-miR-106a-5p	17.0428140063044	20.4538701411624	9.91582754431504	21.4752434322322	37.7468895150861	44.276934826445	14.4908004222939
hsa-miR-1226-3p	9.08950080336237	0	0	0	11.1842635600255	0	0
hsa-miR-6716-3p	7.95331320294207	24.5446441693949	11.7750452088741	0	0	27.1374761839502	0
hsa-miR-1306-5p	0	0	0	1.6519418024794	0	0	0
hsa-miR-542-3p	0	0	17.3526982025513	6.60776720991761	30.7567247900702	37.1354937254055	3.75687418355767
hsa-miR-10a-3p	0	9.54513939920912	17.972437424071	18.1713598272734	15.3783623950351	29.994052624366	32.7384750281454
hsa-miR-4773	0	0	0	0	0	0	0
hsa-miR-323a-5p	0	6.13616104234872	11.1553059873544	0	2.79606589000638	0	18.2476746058515
hsa-miR-214-5p	0	0	10.5355667658347	0	0	0	0
hsa-miR-191-3p	30.677065211348	33.4079878972319	27.8882649683861	9.91165081487642	1.39803294500319	28.5657644041581	70.8439131756589
hsa-miR-589-5p	103.393071638247	14.9995047701858	96.6793185570717	56.1660212842997	53.1252519101212	2.85657644041581	43.4724012668816
hsa-miR-766-5p	37.4941908138698	92.0424156352308	42.1422670633389	95.8126245438054	36.3488565700829	112.834769396424	24.6880303490933
hsa-miR-6509-5p	0	8.86334372783704	0	0	0	0	0
hsa-miR-130a-3p	69.3074436256381	37.4987619254644	10.5355667658347	24.779127037191	0	32.8506290647818	17.1742819819779
hsa-miR-412-5p	6.81712560252178	0	16.1132197595119	0	26.5626259550606	0	13.4174077984202
hsa-miR-6505-5p	0	0	0	0	0	0	0
hsa-miR-4662a-5p	0	8.18154805646496	2.47895688607876	26.4310688396704	20.9704941750479	0	0
hsa-miR-1254	0	0	9.91582754431504	29.7349524446292	0	0	0
hsa-miR-1228-5p	9.08950080336237	0	0	0	0	0	0
hsa-miR-200b-5p	0	0	0	0	39.1449224600893	0	12.3440151745466
hsa-miR-581	0	14.9995047701858	0	0	0	0	0
hsa-miR-6837-3p	31.8132528117683	16.3630961129299	0	0	0	12.8545939818711	23.6146377252196
hsa-miR-371b-5p	0	0	0	0	0	0	0
hsa-miR-181c-3p	0	10.2269350705812	18.5921766455907	0	0	27.1374761839502	37.0320455236399
hsa-miR-26b-3p	67.0350684247975	0	45.2409631709374	51.2101958768615	32.1547577350734	47.1335112668609	28.4449045326509
hsa-miR-1538	0	0.68179567137208	0	0	0	0	0
hsa-miR-129-5p	0	6.8179567137208	0	14.8674762223146	0	25.7091879637423	59.5732906249859
hsa-miR-3190-3p	0	9.54513939920912	7.43687065823628	0	0	0	0
hsa-miR-374a-5p	62.4903180231163	47.0439013246735	47.7199200570162	42.9504868644645	61.5134495801404	54.2749523679004	21.4678524774724
hsa-miR-199b-5p	29.5408776109277	28.6354181976274	0	9.91165081487642	20.9704941750479	0	15.5641930461675
hsa-miR-204-5p	20.4513768075653	12.2723220846974	19.8316550886301	24.779127037191	0	0	12.8807114864834
hsa-miR-6865-5p	0	0	0	0	0	0	0
hsa-miR-377-3p	19.315189207145	14.3177090988137	0	14.8674762223146	0	0	14.4908004222939
hsa-miR-1285-3p	7.95331320294207	17.7266874556741	22.3106119747088	0	33.5527906800766	25.7091879637423	56.8898090653019
hsa-miR-3161	0	8.86334372783704	0	0	8.38819767001914	0	0
hsa-miR-6750-3p	0	0	0	0	0	0	0
hsa-miR-3120-5p	0	13.6359134274416	13.6342628734332	0	9.78623061502233	0	9.12383730292577
hsa-miR-7976	0	8.86334372783704	0	19.8233016297528	12.5822965050287	0	16.6375856700411
hsa-miR-3146	0	0	0	0	32.1547577350734	0	10.7339262387362
hsa-miR-9-5p	32.9494404121886	25.226439840767	26.029047303827	1.6519418024794	26.5626259550606	0	35.9586528997663
hsa-mir-378c	2.27237520084059	2.72718268548832	1.23947844303938	1.6519418024794	19.5724612300447	5.71315288083162	49.3760606981865
hsa-miR-29c-5p	22.7237520084059	0.68179567137208	0	0	0	0	0
hsa-miR-708-3p	0	6.8179567137208	0	0	16.7763953400383	82.8407167720585	44.5457938907552
hsa-miR-5010-5p	46.5836916172321	27.2718268548832	22.9303511962285	0	18.1744282850415	0	1.07339262387362
hsa-miR-3158-3p	49.992254418493	74.3157281795567	39.0435709557405	118.939809778517	19.5724612300447	62.8446816891478	107.339262387362
hsa-miR-577	0	0	0	13.2155344198352	0	0	0
hsa-miR-3151-5p	0	0	16.7329589810316	0	0	0	0
hsa-miR-330-5p	5.68093800210148	8.18154805646496	10.5355667658347	8.25970901239701	12.5822965050287	27.1374761839502	52.0595422578706
hsa-miR-320e	4.54475040168118	12.2723220846974	19.2119158671104	1.6519418024794	33.5527906800766	14.282882202079	31.128386092335
hsa-miR-4690-5p	0	0	0	0	0	0	0
hsa-miR-4449	0	0	0	0	0	0	0
hsa-miR-378d	2.27237520084059	4.77256969960456	7.43687065823628	0	12.5822965050287	17.1394586424949	30.5916897803982
hsa-miR-10b-3p	0	32.7261922258598	5.57765299367721	0	0	0	62.2567721846699
hsa-miR-17-3p	11.361876004203	5.45436537097664	0	59.4699048892585	13.9803294500319	0	0
hsa-miR-200c-3p	94.3035708348846	74.3157281795567	110.313581430505	84.2490319264495	103.454437930236	77.1275638912269	64.940253744354
hsa-miR-6763-5p	11.361876004203	0	9.29608832279535	0	0	0	0
hsa-miR-1255b-5p	0	0	0	0	0	0	0
hsa-miR-302a-3p	0	0	0	3.30388360495881	12.5822965050287	9.99801754145533	2.68348155968405
hsa-miR-1299	20.4513768075653	9.54513939920912	40.2830493987799	4.95582540743821	15.3783623950351	0	25.7614229729669
hsa-miR-628-5p	5.68093800210148	3.4089783568604	0	0	0	31.4223408445739	4.29357049549448
hsa-miR-3614-5p	0	21.1356658125345	35.944874848142	0	1.39803294500319	0	12.3440151745466
hsa-miR-5187-5p	13.6342512050436	31.3626008831157	32.2264395190239	0	36.3488565700829	0	0
hsa-miR-296-3p	0	0	14.8737413164726	0	0	0	6.44035574324172
hsa-miR-4665-5p	15.9066264058841	46.3621056533015	32.8461787405436	13.2155344198352	0	25.7091879637423	27.3715119087773
hsa-miR-3140-3p	0	0	0	0	0	0	0
hsa-miR-6818-3p	0	0	0	18.1713598272734	22.368527120051	0	0
hsa-miR-3605-5p	0	0	8.05660987975597	0	5.59213178001276	35.7072055051976	12.8807114864834
hsa-miR-33a-5p	0	4.09077402823248	6.81713143671659	0	1.39803294500319	0	8.58714099098896
hsa-mir-320c-2	0	0.68179567137208	0.61973922151969	1.6519418024794	6.99016472501595	1.4282882202079	11.270622550673
hsa-mir-320e	1.1361876004203	0.68179567137208	0.61973922151969	1.6519418024794	0	1.4282882202079	10.1972299267994
hsa-mir-320c-1	1.1361876004203	0.68179567137208	0.61973922151969	1.6519418024794	0	1.4282882202079	11.270622550673
hsa-miR-4489	0	0	0	0	0	0	0
hsa-miR-148a-5p	82.9416948306816	55.9072450525106	53.2975730506934	21.4752434322322	190.132480520434	0	49.9127570101233
hsa-miR-200b-3p	44.3113164163915	25.908235512139	0.61973922151969	102.420391753723	79.6878778651818	138.543957360167	50.9861496339969
hsa-miR-518e-5p|hsa-miR-519a-5p|hsa-miR-519b-5p|hsa-miR-519c-5p|hsa-miR-522-5p|hsa-miR-523-5p	0	4.77256969960456	0	44.6024286669439	111.842635600255	11.4263057616632	5.3669631193681
hsa-miR-337-3p	35.2218156130292	32.7261922258598	0.61973922151969	0	0	0	0
hsa-miR-6842-5p	0	11.5905264133254	17.972437424071	33.0388360495881	0	25.7091879637423	11.270622550673
hsa-miR-204-3p	0	0	0	0	0	0	11.270622550673
hsa-miR-1976	15.9066264058841	25.226439840767	13.0145236519135	42.9504868644645	61.5134495801404	65.7012581295636	23.6146377252196
hsa-miR-3187-3p	0	0.68179567137208	13.6342628734332	0	0	0	8.58714099098896
hsa-miR-32-3p	0	10.2269350705812	17.3526982025513	0	0	0	0
hsa-miR-4473	13.6342512050436	0	0	0	18.1744282850415	0	0
hsa-miR-15b-5p	29.5408776109277	42.9531272964411	70.6502712532447	14.8674762223146	1.39803294500319	1.4282882202079	66.0136463682276
hsa-miR-4451	0	0	0	0	0	0	0
hsa-miR-6891-5p	0	0	0	0	0	0	0
hsa-miR-372-3p	0	0	0.61973922151969	11.5635926173558	15.3783623950351	2.85657644041581	2.68348155968405
hsa-miR-544b	0	0	0	0	0	0	0
hsa-miR-3174	19.315189207145	0	0	0	0	0	0
hsa-miR-28-5p	123.844448445812	207.947679768484	242.937774835719	234.575735952075	130.017063885297	131.402516259127	52.0595422578706
hsa-miR-548ap-5p|hsa-miR-548j-5p	24.9961272092465	10.9087307419533	30.3672218544648	67.7296139016555	26.5626259550606	25.7091879637423	0
hsa-miR-184	0	0	0	66.0776720991761	68.5036143051563	49.9900877072767	23.6146377252196
hsa-miR-302d-3p	0	0.68179567137208	0.61973922151969	6.60776720991761	18.1744282850415	8.56972932124743	8.05044467905215
hsa-miR-378g	3.40856280126089	11.5905264133254	2.47895688607876	3.30388360495881	34.9508236250798	12.8545939818711	31.6650824042718
hsa-miR-483-3p	1.1361876004203	6.8179567137208	1.23947844303938	0	58.717383690134	0	19.857763541662
hsa-miR-6503-3p	0	0	0	26.4310688396704	0	0	22.541245101346
hsa-miR-3074-5p	36.3580032134495	25.226439840767	14.8737413164726	0	18.1744282850415	2.85657644041581	0
hsa-miR-550a-3-5p|hsa-miR-550a-5p	5.68093800210148	14.3177090988137	9.91582754431504	36.3427196545469	51.727218965118	68.5578345699794	39.1788307713871
hsa-miR-342-3p	55.6731924205945	32.0443965544878	83.0450556836385	39.6466032595057	0	0	32.2017787162086
hsa-miR-517a-3p|hsa-miR-517b-3p	0	0	0	29.7349524446292	5.59213178001276	5.71315288083162	2.68348155968405
hsa-miR-495-3p	98.8483212365658	100.905759363068	13.6342628734332	161.890296642981	88.076075535201	97.1235989741375	12.3440151745466
hsa-miR-378e	0	6.13616104234872	0.61973922151969	0	13.9803294500319	11.4263057616632	23.0779414132828
hsa-miR-548am-3p	0	6.13616104234872	0	0	1.39803294500319	0	3.22017787162086
hsa-miR-1827	7.95331320294207	17.044891784302	6.1973922151969	0	12.5822965050287	1.4282882202079	4.29357049549448
hsa-miR-130b-3p	0	6.13616104234872	13.0145236519135	31.3868942471086	0	19.9960350829107	8.05044467905215
hsa-miR-550a-3-5p	1.1361876004203	1.36359134274416	0	3.30388360495881	9.78623061502233	4.28486466062371	6.97705205517853
hsa-miR-329-3p	0	25.226439840767	16.1132197595119	0	0	0	0
hsa-miR-218-5p	0	0	0	0	0	35.7072055051976	20.3944598535988
hsa-miR-378i	0	0	1.85921766455907	0	0	2.85657644041581	4.83026680743129
hsa-miR-378c	2.27237520084059	4.09077402823248	4.95791377215752	11.5635926173558	33.5527906800766	4.28486466062371	30.0549934684614
hsa-let-7i	0	0	0	0	2.79606589000638	0	1.61008893581043
hsa-miR-548ah-3p|hsa-miR-548av-3p|hsa-miR-548p	0	0	0	0	0	0	0
hsa-miR-1908-3p	0	0	0	0	0	0	0
hsa-miR-4500	0	0	0	3.30388360495881	5.59213178001276	0	2.14678524774724
hsa-miR-6793-5p	0	0.68179567137208	0	0	0	32.8506290647818	0
hsa-miR-301a-5p	28.4046900105074	24.5446441693949	0	0	0	0	0
hsa-miR-3064-5p	0	0.68179567137208	21.0711335316695	0	15.3783623950351	47.1335112668609	0
hsa-miR-4288	0	0.68179567137208	0	0	0	1.4282882202079	0
hsa-miR-4710	0	0	1.23947844303938	0	4.19409883500957	1.4282882202079	0
hsa-miR-4791	0	0	0	0	0	0	1.07339262387362
hsa-miR-525-5p	0	0	0	0	0	0	1.07339262387362
hsa-miR-4466	10.2256884037827	0.68179567137208	0.61973922151969	51.2101958768615	6.99016472501595	28.5657644041581	0
hsa-miR-324-3p	0	0	13.0145236519135	8.25970901239701	0	5.71315288083162	12.3440151745466
hsa-miR-1294	1.1361876004203	0	0	19.8233016297528	0	12.8545939818711	67.623735304038
hsa-miR-374a-3p	134.070136849595	102.269350705812	120.84914819634	115.635926173558	117.434767380268	0	46.6925791385025
hsa-miR-3168	1.1361876004203	1.36359134274416	1.85921766455907	0	0	8.56972932124743	1.61008893581043
hsa-miR-4485-3p	171.564327663465	21.8174614839066	109.693842208985	62.7737884942173	0	0	22.0045487894092
hsa-miR-7849-3p	0	4.77256969960456	11.1553059873544	0	0	0	12.8807114864834
hsa-miR-378h	2.27237520084059	0.68179567137208	0.61973922151969	1.6519418024794	0	0	1.07339262387362
hsa-miR-302c-3p	0	0	0	4.95582540743821	16.7763953400383	8.56972932124743	5.3669631193681
hsa-miR-516a-5p	0	0	0.61973922151969	0	0	0	0
hsa-miR-4433a-3p	15.9066264058841	21.8174614839066	7.43687065823628	3.30388360495881	0	1.4282882202079	1.07339262387362
hsa-miR-518b	0	20.4538701411624	0	3.30388360495881	4.19409883500957	105.693328295385	1.07339262387362
hsa-miR-378f	3.40856280126089	2.04538701411624	4.95791377215752	4.95582540743821	5.59213178001276	9.99801754145533	18.2476746058515
hsa-miR-642a-3p	0	0.68179567137208	6.81713143671659	11.5635926173558	9.78623061502233	48.5617994870688	0
hsa-miR-4433a-5p	1.1361876004203	0.68179567137208	0	0	0	0	0.53669631193681
hsa-miR-210-3p	0	26.5900311835111	25.4093080823073	44.6024286669439	23.7665600650542	29.994052624366	17.1742819819779
hsa-miR-196b-5p	0	31.3626008831157	12.3947844303938	0	18.1744282850415	45.7052230466529	10.7339262387362
hsa-let-7i-3p	0	0	20.4513943101498	0	0	19.9960350829107	10.1972299267994
hsa-miR-27b-5p	17.0428140063044	39.5441489395807	21.0711335316695	0	15.3783623950351	22.8526115233265	11.270622550673
hsa-miR-1323	0	10.9087307419533	0	3.30388360495881	30.7567247900702	64.2729699093557	10.7339262387362
hsa-miR-520a-3p	0	18.4084831270462	0	19.8233016297528	22.368527120051	5.71315288083162	4.29357049549448
hsa-miR-548ah-3p|hsa-miR-548p	0	0	0	0	0	0	0
hsa-miR-151a-5p|hsa-miR-151b	5.68093800210148	82.4972762360217	14.8737413164726	49.5582540743821	72.6977131401659	71.4144110103952	46.1558828265657
hsa-miR-151b	0	6.13616104234872	0	3.30388360495881	15.3783623950351	8.56972932124743	8.05044467905215
hsa-miR-574-3p	46.5836916172321	28.6354181976274	32.2264395190239	0	25.1645930100574	0	11.8073188626098
hsa-miR-3177-3p	12.4980636046233	67.4977714658359	87.3832302342763	16.519418024794	22.368527120051	41.4203583860292	40.2522233952607
hsa-miR-505-5p	29.5408776109277	21.8174614839066	29.7474826329451	67.7296139016555	22.368527120051	28.5657644041581	28.9816008445877
hsa-miR-874-3p	14.7704388054638	8.18154805646496	27.8882649683861	19.8233016297528	0	0	0
hsa-miR-873-5p	0	8.18154805646496	0	0	0	55.7032405881083	12.3440151745466
hsa-miR-651-5p	31.8132528117683	18.4084831270462	22.9303511962285	29.7349524446292	62.9114825251436	47.1335112668609	51.5228459459338
hsa-miR-2355-3p	0	22.4992571552786	15.4934805379923	6.60776720991761	37.7468895150861	0	0
hsa-miR-6772-3p	32.9494404121886	14.3177090988137	8.05660987975597	0	18.1744282850415	0	0
hsa-miR-660-5p	45.4475040168118	7.49975238509288	21.0711335316695	3.30388360495881	26.5626259550606	89.982157873098	80.5044467905215
hsa-miR-504-5p	0	7.49975238509288	0	24.779127037191	46.1350871851053	28.5657644041581	0
hsa-miR-92a-1-5p	0	0	4.33817455063783	11.5635926173558	0	0	0
hsa-miR-6843-3p	37.4941908138698	11.5905264133254	15.4934805379923	13.2155344198352	55.9213178001276	0	28.4449045326509
hsa-miR-6741-3p	49.992254418493	0	29.7474826329451	0	34.9508236250798	31.4223408445739	20.9311561655356
hsa-miR-369-3p	0	9.54513939920912	14.2540020949529	0	0	0	24.1513340371564
hsa-miR-219a-1-3p	0	6.13616104234872	0	0	1.39803294500319	0	13.4174077984202
hsa-miR-431-5p	39.7665660147104	17.044891784302	26.6487865253467	52.8621376793409	39.1449224600893	25.7091879637423	10.1972299267994
hsa-miR-21-3p	43.1751288159712	61.3616104234872	104.116189215308	36.3427196545469	104.852470875239	21.4243233031186	116.999796002225
hsa-miR-5189-5p	1.1361876004203	6.8179567137208	6.1973922151969	0	0	0	40.7889197071976
hsa-miR-1284	0	0	14.8737413164726	1.6519418024794	15.3783623950351	55.7032405881083	11.270622550673
hsa-miR-6511b-3p	0	0	0	21.4752434322322	0	0	0
hsa-miR-1304-3p	0	0	0	0	0	0	0
hsa-miR-6866-5p	0	0	0	0	12.5822965050287	0	18.2476746058515
hsa-miR-1343-3p	0	0	23.5500904177482	13.2155344198352	18.1744282850415	44.276934826445	20.3944598535988
hsa-miR-766-3p	0	31.3626008831157	30.9869610759845	0	0	0	0
hsa-miR-18a-3p	22.7237520084059	0	17.3526982025513	0	19.5724612300447	0	9.66053361486258
hsa-miR-877-3p	6.81712560252178	0	0	11.5635926173558	0	0	1.61008893581043
hsa-miR-4685-3p	0	0	0	23.1271852347116	16.7763953400383	0	10.7339262387362
hsa-miR-5010-3p	0	11.5905264133254	16.7329589810316	0	9.78623061502233	0	0
hsa-miR-3198	11.361876004203	0	0	0	0	0	9.12383730292577
hsa-miR-641	10.2256884037827	40.9077402823248	0	61.1218466917379	0	0	0
hsa-miR-30c-2-3p	0	24.5446441693949	0	0	47.5331201301085	0	0
hsa-miR-331-3p	0	10.9087307419533	35.3251356266223	3.30388360495881	9.78623061502233	0	8.05044467905215
hsa-miR-331-5p	0	10.2269350705812	0	14.8674762223146	16.7763953400383	0	13.4174077984202
hsa-miR-3127-5p	0	0	0	0	0	0	0
hsa-miR-5189-3p	0	19.7720744697903	35.944874848142	0	8.38819767001914	39.9920701658213	0.53669631193681
hsa-miR-3150a-5p	0	0	15.4934805379923	0	0	0	0.53669631193681
hsa-miR-29c-3p	0	5.45436537097664	15.4934805379923	24.779127037191	2.79606589000638	35.7072055051976	19.857763541662
hsa-miR-374b-3p	0	0	4.33817455063783	0	0	0	0
hsa-miR-148b-5p	0	12.9541177560695	0	18.1713598272734	5.59213178001276	22.8526115233265	36.4953492117031
hsa-miR-539-3p	0	0	32.2264395190239	0	0	0	0
hsa-miR-455-5p	0	9.54513939920912	0	0	0	0	0
hsa-miR-190b	0	9.54513939920912	0	0	0	0	20.3944598535988
hsa-miR-133a-3p	37.4941908138698	28.6354181976274	0	79.2932065190113	0	0	10.7339262387362
hsa-miR-3143	0	0	0	0	0	81.4124285518506	0
hsa-miR-1185-1-3p	27.2685024100871	10.9087307419533	16.1132197595119	8.25970901239701	23.7665600650542	0	24.6880303490933
hsa-miR-4743-5p	0	9.54513939920912	0	0	0	0	0
hsa-miR-424-5p	0	7.49975238509288	0	0	19.5724612300447	34.2789172849897	0
hsa-miR-195-5p	0	0	0	11.5635926173558	13.9803294500319	35.7072055051976	7.51374836711534
hsa-miR-494-3p	28.4046900105074	25.908235512139	12.3947844303938	18.1713598272734	0	32.8506290647818	0
hsa-miR-3191-3p	31.8132528117683	0	17.972437424071	0	22.368527120051	0	15.5641930461675
hsa-miR-582-3p	0	17.7266874556741	10.5355667658347	18.1713598272734	19.5724612300447	108.549904735801	63.8668611204804
hsa-miR-1287-5p	0	0	13.6342628734332	8.25970901239701	18.1744282850415	0	19.3210672297252
hsa-miR-203a-3p	24.9961272092465	16.3630961129299	24.7895688607876	31.3868942471086	223.68527120051	515.612047495054	48.3026680743129
hsa-miR-4632-5p	0	0	0	0	0	0	0
hsa-miR-4646-5p	1.1361876004203	0	0	0	20.9704941750479	0	0
hsa-miR-5683	0	0	0	0	0	0	9.66053361486258
hsa-miR-4639-5p	0	0	0	0	0	0	0
hsa-miR-4726-5p	0	0	0	0	0	0	0
hsa-miR-4424	0	0	0	0	0	0	0
hsa-miR-4659b-5p	0	0	0	0	0	0	0
hsa-miR-1292-5p	0	11.5905264133254	32.8461787405436	23.1271852347116	0	1.4282882202079	13.4174077984202
hsa-miR-363-5p	0	0	18.5921766455907	0	23.7665600650542	64.2729699093557	0
hsa-miR-885-3p	0	0	0	0	0	37.1354937254055	0
hsa-miR-1278	2.27237520084059	0	19.8316550886301	0	19.5724612300447	0	10.1972299267994
hsa-miR-1260b	0	0	0	0	0	44.276934826445	0
hsa-miR-1273c	0	1.36359134274416	0	0	0	0	10.1972299267994
hsa-miR-378a-5p	0	0	0	0	8.38819767001914	0	0
hsa-miR-3661	0	0	0	0	0	0	0
hsa-miR-3124-5p	11.361876004203	0	0	0	0	0	0
hsa-miR-1229-3p	22.7237520084059	0	0.61973922151969	0	0	0	0
hsa-miR-382-3p	56.8093800210148	21.1356658125345	14.2540020949529	29.7349524446292	79.6878778651818	0	12.8807114864834
hsa-miR-6859-5p	4.54475040168118	15.6813004415578	0	0	0	34.2789172849897	10.1972299267994
hsa-miR-7854-3p	11.361876004203	0	0.61973922151969	0	0	0	8.58714099098896
hsa-miR-5697	0	0	0	0	0	0	6.97705205517853
hsa-miR-450a-2-3p	5.68093800210148	0	0	0	0	0	0
hsa-miR-146a-3p	0	0	0	0	23.7665600650542	4.28486466062371	0
hsa-miR-656-3p	0	0	14.8737413164726	0	0	0	14.4908004222939
hsa-miR-136-5p	0	6.8179567137208	25.4093080823073	0	0	0	8.05044467905215
hsa-miR-141-3p	0	0	0	0	27.9606589000638	1.4282882202079	11.8073188626098
hsa-miR-487a-5p	11.361876004203	23.1810528266507	31.6067002975042	18.1713598272734	19.5724612300447	0	9.66053361486258
hsa-miR-4742-3p	36.3580032134495	0	0	0	13.9803294500319	0	7.51374836711534
hsa-miR-18a-5p	0	37.4987619254644	23.5500904177482	47.9063122719027	9.78623061502233	0	28.4449045326509
hsa-miR-6735-5p	0	0.68179567137208	0	0	1.39803294500319	0	0
hsa-miR-7155-3p	0	8.18154805646496	9.29608832279535	13.2155344198352	0	0	0
hsa-miR-409-5p	45.4475040168118	0	0	6.60776720991761	29.358691845067	0	27.3715119087773
hsa-miR-548j-5p	0	4.09077402823248	13.6342628734332	0	39.1449224600893	0	0
hsa-miR-4435	17.0428140063044	28.6354181976274	11.7750452088741	13.2155344198352	0	0	8.58714099098896
hsa-miR-3179	0	2.72718268548832	0	0	0	0	0
